순번,번호1,번호2,번호3,번호4,번호5,번호6,점수,합계,전략
154,5,10,13,20,42,43,253,133,전략4
155,3,11,23,29,32,36,253,134,전략4
156,1,11,18,26,33,35,253,124,전략5
157,8,22,26,33,36,37,252,162,전략4
158,6,13,19,23,33,42,252,136,전략4
159,7,19,20,22,36,40,252,144,전략4
160,4,5,19,24,29,41,252,122,전략4
161,3,7,22,26,35,36,252,129,전략4
162,3,10,22,33,36,43,251,147,전략1
163,1,6,20,22,36,39,251,124,전략1
164,5,6,11,20,24,31,251,97,전략1
165,8,11,20,26,28,29,251,122,전략4
166,5,11,28,32,35,36,251,147,전략4
167,1,2,11,13,35,36,251,98,전략4
168,6,16,17,23,36,43,251,141,전략4
169,2,6,18,26,35,43,251,130,전략4
170,1,6,18,20,23,28,250,96,전략4
171,17,18,19,29,36,43,250,162,전략4
172,1,23,29,36,40,41,250,170,전략4
173,5,8,10,23,29,30,250,105,전략4
174,1,13,23,24,36,38,250,135,전략4
175,10,11,19,24,30,37,250,131,전략4
176,10,18,19,24,35,43,249,149,전략1
177,5,6,10,22,24,39,249,106,전략1
178,2,5,22,31,33,35,249,128,전략4
179,1,20,23,30,31,35,249,140,전략4
180,1,14,19,20,24,42,249,120,전략4
181,7,11,22,29,36,37,249,142,전략4
182,4,17,23,24,35,43,249,146,전략4
183,6,7,23,26,35,40,249,137,전략4
184,1,6,23,24,41,42,249,137,전략4
185,5,16,19,33,36,37,248,146,전략4
186,5,20,22,31,32,36,248,146,전략4
187,4,11,24,29,30,43,248,141,전략4
188,6,7,19,36,38,43,248,149,전략4
189,7,11,22,24,35,42,248,141,전략4
190,5,13,20,22,35,40,247,135,전략4
191,6,8,20,23,26,27,247,110,전략4
192,8,11,15,23,35,36,247,128,전략4
193,10,19,20,26,35,37,246,147,전략1
194,5,6,18,33,37,43,246,142,전략4
195,4,5,8,22,29,35,246,103,전략4
196,1,18,23,29,35,38,246,144,전략4
197,8,19,22,35,36,38,246,158,전략4
198,11,13,14,24,36,43,246,141,전략4
199,14,15,22,24,26,35,246,136,전략4
200,7,20,24,26,29,43,245,149,전략1
201,1,5,30,31,33,36,245,136,전략4
202,10,17,19,20,40,43,245,149,전략4
203,4,5,11,29,36,39,245,124,전략4
204,11,19,29,30,35,42,245,166,전략4
205,14,15,19,24,29,43,245,144,전략4
206,10,17,22,23,32,36,245,140,전략4
207,5,10,18,26,36,43,245,138,전략5
208,14,19,23,29,32,33,244,150,전략4
209,5,6,26,28,33,42,244,140,전략4
210,5,10,23,33,41,42,244,154,전략4
211,1,2,10,22,33,37,244,105,전략4
212,1,5,16,17,20,36,244,95,전략4
213,1,2,11,20,24,40,244,98,전략4
214,1,18,19,24,29,32,244,123,전략4
215,1,2,5,24,29,39,244,100,전략4
216,10,19,26,27,31,36,244,149,전략4
217,10,17,18,23,26,33,243,127,전략4
218,1,8,19,20,29,37,243,114,전략4
219,1,16,19,35,36,42,243,149,전략4
220,6,15,23,24,26,37,243,131,전략4
221,5,17,32,33,36,43,242,166,전략4
222,5,8,20,29,38,43,242,143,전략4
223,1,20,24,28,31,43,242,147,전략4
224,6,18,19,20,30,43,242,136,전략4
225,6,10,11,13,40,43,242,123,전략4
226,6,11,20,26,42,43,242,148,전략5
227,6,8,10,26,33,43,241,126,전략1
228,10,22,26,29,30,35,241,152,전략1
229,17,18,22,33,35,43,241,168,전략4
230,8,13,23,24,33,43,241,144,전략4
231,1,14,22,24,28,33,241,122,전략4
232,4,19,20,22,32,35,241,132,전략4
233,2,5,20,24,32,43,241,126,전략4
234,8,10,19,20,23,32,241,112,전략4
235,13,14,19,26,29,36,241,137,전략4
236,5,14,29,35,42,43,241,168,전략4
237,1,10,13,19,24,33,240,100,전략1
238,1,11,29,32,33,40,240,146,전략4
239,1,7,24,26,27,35,240,120,전략4
240,5,6,18,24,26,41,240,120,전략4
241,5,10,11,22,35,37,240,120,전략5
242,18,20,26,27,33,43,239,167,전략4
243,1,10,23,33,39,40,239,146,전략4
244,1,10,14,33,42,43,239,143,전략4
245,1,11,20,35,41,42,239,150,전략4
246,2,19,20,24,26,39,239,130,전략4
247,4,11,19,31,35,36,239,136,전략4
248,11,18,24,26,29,38,238,146,전략4
249,3,4,11,22,24,36,238,100,전략4
250,10,11,22,31,36,38,238,148,전략4
251,5,6,15,24,40,43,238,133,전략4
252,10,13,24,26,27,43,238,143,전략4
253,1,5,6,10,37,40,238,99,전략4
254,1,7,8,33,36,43,237,128,전략4
255,3,4,23,26,33,35,237,124,전략4
256,5,11,24,32,33,42,237,147,전략4
257,10,11,19,20,28,42,237,130,전략4
258,1,2,10,23,32,35,236,103,전략4
259,6,11,19,24,39,40,236,139,전략4
260,8,11,20,32,33,43,235,147,전략4
261,1,16,20,22,33,40,235,132,전략4
262,6,23,27,28,33,43,235,160,전략4
263,5,11,18,20,29,41,235,124,전략4
264,1,15,16,20,35,43,235,130,전략4
265,11,14,22,24,29,40,235,140,전략4
266,6,11,19,36,41,42,235,155,전략4
267,5,6,11,27,36,38,235,123,전략4
268,6,11,20,22,29,32,234,120,전략1
269,3,19,22,28,29,33,234,134,전략4
270,8,11,22,24,33,38,234,136,전략4
271,16,17,20,23,26,35,234,137,전략4
272,1,10,11,18,20,37,234,97,전략4
273,2,5,6,13,29,43,234,98,전략4
274,6,11,23,31,32,35,234,138,전략4
275,7,10,20,22,23,38,233,120,전략4
276,8,19,26,27,29,35,233,144,전략4
277,8,17,26,35,36,43,233,165,전략4
278,1,10,23,28,30,36,233,128,전략4
279,1,10,22,24,31,42,233,130,전략4
280,7,20,23,33,42,43,232,168,전략4
281,10,18,19,22,33,38,232,140,전략4
282,16,17,22,26,29,36,232,146,전략4
283,15,23,26,29,35,42,232,170,전략4
284,3,11,24,32,35,43,232,148,전략4
285,2,11,19,24,31,33,231,120,전략4
286,1,5,6,20,32,42,231,106,전략4
287,1,10,20,26,27,40,231,124,전략4
288,8,10,11,22,29,41,231,121,전략4
289,2,10,19,32,36,43,231,142,전략4
290,6,8,19,23,35,37,231,128,전략4
291,4,5,10,35,40,43,231,137,전략4
292,6,10,11,18,26,27,231,98,전략4
293,10,11,16,33,35,43,230,148,전략1
294,1,6,19,31,32,33,230,122,전략4
295,5,8,19,20,35,41,230,128,전략4
296,10,11,23,28,29,38,230,139,전략4
297,1,2,5,10,36,42,230,96,전략4
298,5,11,13,24,35,38,230,126,전략4
299,1,6,10,26,28,35,229,106,전략1
300,3,5,26,29,32,33,229,128,전략4
301,1,17,22,27,33,36,229,136,전략4
302,5,10,26,27,33,37,229,138,전략4
303,5,7,10,22,27,36,229,107,전략4
304,1,4,19,24,35,37,229,120,전략4
305,1,5,14,24,35,41,229,120,전략4
306,6,15,19,22,24,42,229,128,전략4
307,1,6,11,24,38,43,229,123,전략5
308,5,16,23,29,33,38,228,144,전략4
309,6,7,11,26,33,37,228,120,전략4
310,1,20,22,29,30,38,228,140,전략4
311,2,11,20,26,31,35,228,125,전략4
312,11,13,18,20,35,43,228,140,전략4
313,5,11,15,16,24,29,228,100,전략4
314,1,6,19,28,29,38,228,121,전략4
315,6,7,22,26,29,42,228,132,전략4
316,5,15,19,24,30,36,228,129,전략4
317,5,6,22,28,35,38,228,134,전략4
318,8,19,29,30,33,43,227,162,전략4
319,3,5,11,33,36,40,227,128,전략4
320,14,15,26,33,36,43,227,167,전략4
321,5,16,17,24,26,33,227,121,전략4
322,2,11,20,23,29,39,227,124,전략4
323,3,19,20,26,29,41,227,138,전략4
324,1,5,14,15,29,36,227,100,전략4
325,5,6,8,19,29,32,227,99,전략4
326,6,13,18,22,36,43,227,138,전략4
327,2,10,23,31,33,43,226,142,전략4
328,11,13,20,22,24,41,226,131,전략4
329,4,15,22,35,36,43,226,155,전략4
330,8,16,19,20,26,33,225,122,전략4
331,11,16,18,19,29,33,225,126,전략4
332,15,16,19,22,33,35,225,140,전략4
333,1,8,19,28,33,35,225,124,전략4
334,4,6,19,33,40,43,225,145,전략4
335,2,5,17,20,22,29,225,95,전략4
336,3,6,22,35,40,43,225,149,전략4
337,6,19,20,26,28,31,223,130,전략4
338,1,14,24,26,31,36,223,132,전략4
339,10,13,22,26,36,41,223,148,전략4
340,5,24,30,31,35,43,223,168,전략4
341,1,10,24,30,32,43,223,140,전략4
342,7,20,22,26,32,33,222,140,전략4
343,1,5,6,16,33,39,222,100,전략4
344,1,16,20,24,26,37,222,124,전략4
345,5,10,18,19,20,27,222,99,전략4
346,1,4,24,26,29,42,222,126,전략4
347,6,17,19,26,35,42,222,145,전략4
348,1,6,8,22,33,41,221,111,전략4
349,13,16,20,26,36,43,221,154,전략4
350,3,20,22,24,30,43,221,142,전략4
351,6,24,26,31,32,43,221,162,전략4
352,4,5,20,26,28,35,220,118,전략4
353,1,2,6,26,29,41,220,105,전략4
354,6,13,19,24,41,43,220,146,전략4
355,11,14,20,23,33,41,219,142,전략4
356,1,5,18,20,24,30,219,98,전략4
357,2,10,20,26,41,43,218,142,전략4
358,13,14,20,22,33,43,217,145,전략4
359,5,10,11,18,30,33,217,107,전략4
360,11,15,22,28,29,35,217,140,전략4
361,1,5,16,29,30,35,217,116,전략4
362,4,19,24,26,33,38,216,144,전략4
363,11,17,20,24,27,43,216,142,전략4
364,5,6,16,20,22,41,216,110,전략4
365,8,10,23,26,35,38,216,140,전략4
366,20,22,26,29,31,40,215,168,전략4
367,6,8,11,19,20,38,215,102,전략4
368,2,5,11,28,29,33,214,108,전략4
369,3,20,23,35,38,43,214,162,전략4
370,5,6,26,35,37,39,214,148,전략4
371,11,15,18,24,33,43,213,144,전략4
372,3,19,24,33,42,43,213,164,전략4
373,1,8,29,32,35,43,213,148,전략4
374,1,6,8,23,29,31,213,98,전략4
375,10,15,16,19,24,26,213,110,전략4
376,7,10,17,22,24,26,213,106,전략4
377,5,16,20,31,33,43,212,148,전략4
378,17,20,22,28,36,43,212,166,전략4
379,10,11,19,29,32,39,212,140,전략4
380,1,10,11,16,36,39,212,113,전략4
381,10,23,27,29,32,43,211,164,전략4
382,7,11,30,35,36,43,211,162,전략4
383,1,19,24,27,36,39,211,146,전략4
384,6,8,11,17,22,36,211,100,전략4
385,6,10,19,23,30,31,211,119,전략4
386,8,22,29,31,36,43,210,169,전략4
387,2,6,11,22,30,35,210,106,전략4
388,3,4,10,26,29,43,209,115,전략4
389,1,4,19,20,30,33,208,107,전략4
390,1,11,20,33,38,39,207,142,전략4
391,11,22,29,30,31,33,207,156,전략4
392,5,10,11,17,20,32,207,95,전략4
393,10,13,14,20,23,26,207,106,전략4
394,6,8,11,35,41,43,207,144,전략4
395,1,6,11,16,35,37,207,106,전략4
396,10,11,13,15,26,35,207,110,전략4
397,10,14,15,19,23,35,207,116,전략4
398,1,10,24,26,38,41,207,140,전략4
399,5,6,13,19,20,39,206,102,전략4
400,1,6,7,20,26,38,206,98,전략4
401,6,11,18,29,39,43,206,146,전략4
402,3,6,10,23,26,42,206,110,전략4
403,5,11,13,15,20,36,205,100,전략4
404,1,7,10,19,29,30,205,96,전략4
405,1,5,10,29,31,32,205,108,전략4
406,1,10,11,28,31,33,204,114,전략4
407,1,10,16,18,26,29,204,100,전략4
408,11,14,29,33,38,43,203,168,전략4
409,1,5,15,24,33,38,203,116,전략4
410,1,7,15,22,24,29,203,98,전략4
411,4,10,11,20,22,39,202,106,전략4
412,5,6,10,17,30,43,202,111,전략4
413,1,11,16,20,29,31,201,108,전략4
414,4,11,26,29,35,41,201,146,전략4
415,4,6,14,23,26,29,201,102,전략4
416,6,8,10,11,23,39,201,97,전략4
417,15,19,20,28,33,43,200,158,전략4
418,11,14,19,33,35,40,199,152,전략4
419,2,6,11,19,29,37,198,104,전략4
420,2,10,11,19,35,41,198,118,전략4
421,4,5,10,19,33,39,197,110,전략4
422,1,4,10,20,38,43,197,116,전략4
423,1,10,19,35,38,39,197,142,전략4
424,4,5,6,11,33,41,196,100,전략4
425,1,8,20,22,24,27,196,102,전략4
426,1,10,13,20,22,32,196,98,전략4
427,10,17,22,29,37,43,196,158,전략4
428,1,6,10,11,32,41,196,101,전략4
429,5,15,20,26,33,41,195,140,전략4
430,6,20,22,37,38,43,193,166,전략4
431,10,16,22,26,33,39,191,146,전략4
432,5,11,20,30,35,39,191,140,전략4
433,5,10,11,14,27,29,191,96,전략4
434,16,22,27,29,33,43,190,170,전략4
435,5,6,10,15,19,41,190,96,전략4
436,6,7,10,19,26,32,190,100,전략4
437,6,15,19,32,35,43,188,150,전략4
438,3,6,11,19,30,33,186,102,전략4
439,5,10,15,20,22,30,186,102,전략4
440,1,10,14,22,29,39,186,115,전략4
441,6,10,15,16,22,43,185,112,전략4
442,6,11,13,16,26,29,182,101,전략4
443,1,6,10,22,27,30,181,96,전략4
444,14,20,26,30,35,43,180,168,전략4
445,6,13,17,20,22,26,180,104,전략4
446,6,7,11,19,28,35,178,106,전략4
447,6,14,22,29,41,43,177,155,전략4
448,1,4,6,22,29,37,176,99,전략4
449,1,6,10,17,23,38,172,95,전략4
450,7,10,26,35,39,43,150,160,전략4
451,1,6,23,24,33,35,357,122,전략2
452,5,6,23,29,33,36,355,132,전략2
453,5,20,23,29,35,36,351,148,전략2
454,1,6,20,23,35,36,348,121,전략2
455,6,11,23,33,35,36,346,144,전략2
456,6,19,20,23,33,36,345,137,전략2
457,6,19,23,29,35,36,345,148,전략2
458,5,10,23,24,29,35,344,126,전략2
459,5,20,23,24,29,33,343,134,전략2
460,10,19,23,24,29,36,343,141,전략2
461,1,6,22,33,35,36,342,133,전략2
462,19,20,23,24,29,35,342,150,전략2
463,2,22,23,24,33,35,341,139,전략1
464,6,20,22,23,33,35,341,139,전략2
465,6,19,23,24,29,33,340,134,전략2
466,1,23,24,29,33,36,339,146,전략2
467,10,22,23,24,29,33,339,141,전략2
468,6,23,24,26,33,36,339,148,전략2
469,10,20,23,24,29,43,339,149,전략2
470,10,20,22,23,24,35,338,134,전략2
471,11,20,23,24,33,35,335,146,전략2
472,6,11,23,24,29,36,335,129,전략2
473,6,20,22,23,29,36,333,136,전략2
474,6,20,23,24,26,35,331,134,전략2
475,5,23,24,33,35,36,330,156,전략2
476,6,20,23,24,33,43,329,149,전략2
477,6,10,22,23,33,36,329,130,전략2
478,5,6,22,24,33,35,329,125,전략2
479,20,23,24,26,29,36,329,158,전략2
480,1,19,20,29,33,36,328,138,전략2
481,1,2,23,33,35,36,327,130,전략1
482,10,11,20,23,29,36,327,129,전략2
483,6,22,23,24,29,35,326,139,전략2
484,5,6,18,23,33,35,325,120,전략1
485,5,22,29,33,35,36,325,160,전략2
486,10,19,23,24,33,35,325,144,전략2
487,11,19,20,24,29,36,325,139,전략2
488,5,6,20,29,36,43,325,139,전략2
489,2,23,24,26,29,33,324,137,전략1
490,4,19,20,23,29,36,324,131,전략1
491,5,6,26,33,35,36,324,141,전략2
492,10,11,23,24,33,36,324,137,전략2
493,5,6,20,23,24,36,324,114,전략2
494,2,22,23,29,33,36,323,145,전략1
495,10,11,24,26,29,36,323,136,전략2
496,5,19,24,29,35,36,322,148,전략2
497,5,10,22,24,35,36,322,132,전략2
498,2,20,22,23,24,29,321,120,전략1
499,19,20,22,24,29,33,321,147,전략2
500,1,11,24,33,35,36,321,140,전략2
