순번,번호1,번호2,번호3,번호4,번호5,번호6,점수,합계,전략
90,5,9,19,22,26,28,224,109,전략1
91,1,16,20,28,31,43,224,139,전략3
92,7,11,20,26,31,43,223,138,전략1
93,9,11,19,21,22,26,223,108,전략1
94,5,20,21,26,31,43,223,146,전략1
95,1,5,21,22,26,41,223,116,전략1
96,1,20,28,37,41,43,223,170,전략3
97,11,16,20,26,37,43,222,153,전략1
98,9,11,20,26,41,43,222,150,전략1
99,7,11,19,20,22,28,222,107,전략1
100,5,7,11,20,22,41,222,106,전략1
101,5,11,20,26,31,41,222,134,전략1
102,5,11,16,19,26,37,222,114,전략1
103,1,7,16,20,26,43,222,113,전략1
104,1,5,16,26,41,43,222,132,전략1
105,1,16,20,22,26,31,222,116,전략1
106,5,19,20,21,26,41,222,132,전략1
107,1,16,19,20,26,41,222,123,전략1
108,5,7,19,22,26,41,222,120,전략1
109,5,19,22,26,31,37,222,140,전략1
110,1,16,19,21,22,26,222,105,전략1
111,7,11,20,22,37,43,221,140,전략1
112,11,19,22,28,31,43,221,154,전략1
113,5,11,16,22,28,43,221,125,전략1
114,1,11,19,20,28,41,221,120,전략1
115,5,16,20,22,37,43,221,143,전략1
116,1,9,20,22,31,43,221,126,전략1
117,7,19,22,26,37,43,221,154,전략1
118,1,19,22,28,41,43,221,154,전략1
119,5,9,19,20,22,41,221,116,전략1
120,19,20,22,26,37,41,221,165,전략1
121,1,7,19,20,22,31,221,100,전략1
122,1,7,20,22,26,37,221,113,전략1
123,5,20,28,31,41,43,221,168,전략3
124,11,16,20,22,41,43,220,153,전략1
125,1,11,16,26,31,43,220,128,전략1
126,11,16,19,20,22,37,220,125,전략1
127,5,11,19,20,28,31,220,114,전략1
128,9,19,20,22,28,43,220,141,전략1
129,1,20,21,22,37,43,220,144,전략1
130,5,7,20,26,41,43,220,142,전략1
131,1,9,19,20,22,37,220,108,전략1
132,1,19,20,21,26,31,220,118,전략1
133,11,21,22,26,31,43,219,154,전략1
134,5,7,11,22,26,31,219,102,전략1
135,1,9,19,26,28,43,219,126,전략1
136,1,5,16,20,28,37,219,107,전략3
137,7,11,22,26,41,43,218,150,전략1
138,1,11,16,21,22,43,218,114,전략1
139,11,16,19,21,26,43,218,136,전략1
140,1,11,16,19,28,43,218,118,전략1
141,11,20,21,22,26,37,218,137,전략1
142,7,11,16,19,22,26,218,101,전략1
143,5,9,11,22,26,37,218,110,전략1
144,5,9,20,21,22,43,218,120,전략1
145,16,19,22,26,28,43,218,154,전략1
146,1,7,16,19,22,43,218,108,전략1
147,5,16,21,22,26,43,218,133,전략1
148,5,20,21,22,26,31,218,125,전략1
149,5,9,19,20,26,28,218,107,전략1
150,11,20,28,31,37,43,218,170,전략3
151,1,7,11,26,28,37,218,110,전략3
152,1,16,20,28,41,43,218,149,전략3
153,1,7,20,28,37,43,218,136,전략3
154,1,19,20,28,31,37,218,136,전략3
155,7,11,16,20,26,43,217,123,전략1
156,9,11,20,26,37,43,217,146,전략1
157,5,11,16,26,37,43,217,138,전략1
158,11,20,22,26,31,41,217,151,전략1
159,11,16,19,20,26,41,217,133,전략1
160,5,7,11,20,26,37,217,106,전략1
161,5,9,11,20,26,41,217,112,전략1
162,1,7,11,20,26,41,217,106,전략1
163,1,16,19,26,37,43,217,142,전략1
164,5,19,20,21,26,37,217,128,전략1
165,1,5,7,22,26,41,217,102,전략1
166,1,5,22,26,31,37,217,122,전략1
167,1,5,16,19,26,41,217,108,전략1
168,1,20,21,28,31,43,217,144,전략3
169,9,11,20,22,31,43,216,136,전략1
170,5,9,11,22,28,43,216,118,전략1
171,1,11,22,28,41,43,216,146,전략1
172,7,11,19,20,22,41,216,120,전략1
173,5,11,16,19,22,31,216,104,전략1
174,1,11,19,22,28,31,216,112,전략1
175,7,20,21,22,26,43,216,139,전략1
176,1,7,9,20,22,43,216,102,전략1
177,7,19,20,26,31,43,216,146,전략1
178,5,9,20,26,31,43,216,134,전략1
179,5,9,16,19,22,43,216,114,전략1
180,5,9,22,26,41,43,216,146,전략1
181,1,7,22,26,37,43,216,136,전략1
182,5,9,19,20,22,37,216,112,전략1
183,1,7,20,22,26,31,216,107,전략1
184,5,19,22,26,31,41,216,144,전략1
185,1,16,20,26,28,31,216,122,전략3
186,1,20,26,28,37,41,216,153,전략3
187,11,16,20,22,37,43,215,149,전략1
188,9,11,19,20,28,43,215,130,전략1
189,11,16,19,20,22,28,215,116,전략1
190,1,9,11,20,22,37,215,100,전략1
191,16,19,20,21,26,43,215,145,전략1
192,9,19,20,26,41,43,215,158,전략1
193,1,9,20,21,26,43,215,120,전략1
194,19,21,22,26,37,43,215,168,전략1
195,16,19,20,22,26,37,215,140,전략1
196,1,9,19,20,22,41,215,112,전략1
197,1,20,21,22,26,37,215,127,전략1
198,5,16,19,20,26,31,215,117,전략1
199,1,9,19,20,26,37,215,112,전략1
200,1,19,20,26,31,41,215,138,전략1
201,1,19,21,22,26,41,215,130,전략1
202,5,7,19,21,22,28,215,102,전략3
203,1,5,7,22,28,37,215,100,전략3
204,1,9,11,16,26,43,214,106,전략1
205,1,11,16,22,26,41,214,117,전략1
206,1,11,16,19,26,31,214,104,전략1
207,1,11,26,28,33,37,214,136,전략2
208,1,11,16,20,28,37,214,113,전략3
209,5,11,21,26,28,37,214,128,전략3
210,1,7,16,20,28,43,214,115,전략3
211,1,16,20,31,37,43,214,148,전략3
212,1,5,20,21,28,37,214,112,전략3
213,7,11,16,22,26,43,213,125,전략1
214,9,11,21,22,26,43,213,132,전략1
215,1,11,16,22,31,43,213,124,전략1
216,5,9,11,22,26,31,213,104,전략1
217,5,9,20,21,22,26,213,103,전략1
218,7,11,22,26,28,37,213,131,전략3
219,7,20,22,28,31,43,213,151,전략3
220,5,20,21,28,31,43,213,148,전략3
221,1,20,22,28,31,37,213,139,전략3
222,1,7,19,20,28,37,213,112,전략3
223,7,9,11,20,26,43,212,116,전략1
224,11,16,19,26,41,43,212,156,전략1
225,9,11,16,20,22,26,212,104,전략1
226,7,11,19,20,26,41,212,124,전략1
227,9,11,19,20,26,31,212,116,전략1
228,5,7,11,20,26,31,212,100,전략1
229,5,9,11,20,26,37,212,108,전략1
230,9,11,19,22,26,41,212,128,전략1
231,5,20,21,26,37,43,212,152,전략1
232,1,9,16,19,22,43,212,110,전략1
233,1,16,21,22,26,43,212,129,전략1
234,1,7,22,26,31,43,212,130,전략1
235,5,7,22,28,38,43,212,143,전략2
236,1,20,26,28,31,33,212,139,전략2
237,11,20,26,28,37,41,212,163,전략3
238,11,19,26,28,31,37,212,152,전략3
239,1,9,20,28,31,43,212,132,전략3
240,1,5,16,26,28,37,212,113,전략3
241,5,9,11,16,22,43,211,106,전략1
242,1,9,11,22,28,43,211,114,전략1
243,1,11,19,22,28,41,211,122,전략1
244,5,9,20,22,37,43,211,136,전략1
245,16,19,22,26,31,43,211,157,전략1
246,7,9,19,22,26,43,211,126,전략1
247,1,5,9,22,26,37,211,100,전략1
248,1,5,22,26,31,41,211,126,전략1
249,4,20,26,28,31,43,211,152,전략2
250,5,16,20,31,41,43,211,156,전략3
251,1,20,21,28,41,43,211,154,전략3
252,1,7,26,28,37,43,211,142,전략3
253,1,5,20,28,31,41,211,126,전략3
254,1,16,20,21,26,28,211,112,전략3
255,11,16,19,22,28,43,210,139,전략1
256,9,11,19,20,22,28,210,109,전략1
257,1,9,11,20,22,41,210,104,전략1
258,7,16,19,20,26,43,210,131,전략1
259,9,19,20,21,26,43,210,138,전략1
260,5,16,19,26,37,43,210,146,전략1
261,9,19,20,22,26,37,210,133,전략1
262,1,9,20,22,26,31,210,109,전략1
263,5,7,19,20,26,37,210,114,전략1
264,5,9,19,20,26,41,210,120,전략1
265,1,7,19,20,26,31,210,104,전략1
266,1,4,16,20,28,43,210,112,전략2
267,1,7,20,28,38,43,210,137,전략2
268,1,5,16,21,28,43,210,114,전략3
269,5,7,20,21,22,28,210,103,전략3
270,5,20,26,28,31,37,210,147,전략3
271,1,5,21,22,28,37,210,114,전략3
272,1,19,21,26,28,37,210,132,전략3
273,1,11,21,26,28,33,209,120,전략2
274,5,20,28,31,38,43,209,165,전략2
275,1,20,28,33,37,43,209,162,전략2
276,5,7,11,22,28,37,209,110,전략3
277,7,20,26,28,41,43,209,165,전략3
278,1,16,20,22,28,37,209,124,전략3
279,1,11,16,20,37,41,208,126,전략3
280,1,11,16,20,28,31,208,107,전략3
281,7,11,21,22,26,28,208,115,전략3
282,5,11,16,21,26,28,208,107,전략3
283,7,20,22,28,37,43,208,157,전략3
284,1,16,20,21,31,43,208,132,전략3
285,5,20,22,28,37,41,208,153,전략3
286,1,7,20,22,28,31,208,109,전략3
287,1,16,19,20,31,37,208,124,전략3
288,5,16,20,26,28,41,208,136,전략3
289,5,19,22,28,31,37,208,142,전략3
290,9,11,16,19,26,43,207,124,전략1
291,1,9,16,22,26,43,207,117,전략1
292,4,5,20,28,41,43,207,141,전략2
293,1,3,20,28,31,43,207,126,전략2
294,4,7,19,20,22,28,207,100,전략2
295,1,4,20,26,28,37,207,116,전략2
296,1,5,26,28,33,37,207,130,전략2
297,7,11,20,28,31,43,207,140,전략3
298,11,21,26,28,37,43,207,166,전략3
299,11,19,20,28,31,37,207,146,전략3
300,11,19,26,28,37,41,207,162,전략3
301,1,9,11,26,28,37,207,112,전략3
302,5,16,20,21,41,43,207,146,전략3
303,1,16,26,28,37,43,207,151,전략3
304,1,5,16,20,31,41,207,114,전략3
305,1,5,7,20,28,41,207,102,전략3
306,5,9,22,26,37,43,206,142,전략1
307,7,19,22,28,38,43,206,157,전략2
308,1,6,20,21,26,28,206,102,전략2
309,1,5,7,22,28,38,206,101,전략2
310,11,16,20,26,28,37,206,138,전략3
311,11,20,21,26,28,31,206,137,전략3
312,16,20,22,28,31,43,206,160,전략3
313,19,20,21,28,31,43,206,162,전략3
314,5,7,16,20,28,43,206,119,전략3
315,1,9,20,28,41,43,206,142,전략3
316,5,7,21,26,28,43,206,130,전략3
317,1,7,26,28,31,43,206,136,전략3
318,1,9,16,20,26,28,206,100,전략3
319,5,7,16,22,26,28,206,104,전략3
320,1,5,16,26,28,31,206,107,전략3
321,1,5,21,26,28,41,206,122,전략3
322,20,21,22,26,37,43,205,169,전략1
323,7,9,19,20,26,43,205,124,전략1
324,5,7,16,19,26,43,205,116,전략1
325,5,7,19,20,26,31,205,108,전략1
326,5,9,19,20,26,37,205,116,전략1
327,1,9,19,22,26,41,205,118,전략1
328,1,16,20,28,33,43,205,141,전략2
329,4,5,20,22,28,31,205,110,전략2
330,1,20,22,28,33,37,205,141,전략2
331,1,5,20,21,28,33,205,108,전략2
332,5,7,19,21,22,38,205,112,전략2
333,5,11,21,22,28,37,205,124,전략3
334,7,19,26,28,37,43,205,160,전략3
335,5,7,20,26,28,37,205,123,전략3
336,7,19,21,22,26,28,205,123,전략3
337,1,5,16,21,22,37,205,102,전략3
338,7,11,26,28,38,43,204,153,전략2
339,1,11,26,28,31,33,204,130,전략2
340,4,19,20,28,37,43,204,151,전략2
341,6,20,26,28,31,43,204,154,전략2
342,1,6,16,20,31,43,204,117,전략2
343,1,4,7,20,28,43,204,103,전략2
344,1,20,21,28,38,43,204,151,전략2
345,1,4,19,20,28,31,204,103,전략2
346,1,5,16,20,28,38,204,108,전략2
347,1,5,20,28,37,39,204,130,전략2
348,1,20,26,31,33,37,204,148,전략2
349,4,19,22,26,28,37,204,136,전략2
350,1,7,22,26,28,33,204,117,전략2
351,11,20,26,31,37,41,204,166,전략3
352,7,11,21,22,26,37,204,124,전략3
353,1,11,16,19,28,37,204,112,전략3
354,5,21,22,28,31,43,204,150,전략3
355,5,7,20,21,22,41,204,116,전략3
356,1,5,16,22,28,41,204,113,전략3
357,4,11,20,28,31,43,203,137,전략2
358,1,6,11,20,28,37,203,103,전략2
359,5,11,21,26,28,33,203,124,전략2
360,5,11,26,28,37,39,203,146,전략2
361,1,11,26,28,37,38,203,141,전략2
362,5,19,21,22,41,42,203,150,전략2
363,7,11,22,28,37,43,203,148,전략3
364,5,11,20,21,28,41,203,126,전략3
365,1,11,16,20,28,41,203,117,전략3
366,1,11,22,28,31,37,203,130,전략3
367,7,20,22,31,37,43,203,160,전략3
368,5,16,20,21,31,43,203,136,전략3
369,5,20,21,28,37,43,203,154,전략3
370,9,20,26,28,41,43,203,167,전략3
371,5,7,16,22,28,43,203,121,전략3
372,1,7,21,22,28,43,203,122,전략3
373,5,16,26,28,41,43,203,159,전략3
374,5,16,20,21,22,28,203,112,전략3
375,5,20,22,31,37,41,203,156,전략3
376,1,7,16,20,22,37,203,103,전략3
377,1,16,20,26,37,41,203,141,전략3
378,5,7,19,22,28,41,203,122,전략3
379,1,19,22,28,37,41,203,148,전략3
380,4,5,16,20,28,43,202,116,전략2
381,5,20,28,31,39,43,202,166,전략2
382,1,6,20,21,41,43,202,132,전략2
383,1,20,28,30,37,43,202,159,전략2
384,1,20,28,31,42,43,202,165,전략2
385,5,7,21,22,38,43,202,136,전략2
386,1,5,6,20,28,41,202,101,전략2
387,7,19,22,26,28,38,202,140,전략2
388,11,16,20,31,37,43,202,158,전략3
389,7,11,20,21,28,43,202,130,전략3
390,7,11,19,20,28,37,202,122,전략3
391,11,19,21,22,28,37,202,138,전략3
392,7,11,22,26,28,31,202,125,전략3
393,1,11,21,26,28,41,202,128,전략3
394,1,7,16,20,41,43,202,128,전략3
395,1,16,20,21,37,43,202,138,전략3
396,1,7,9,20,28,43,202,108,전략3
397,1,7,16,26,28,43,202,121,전략3
398,7,19,20,22,37,41,202,146,전략3
399,7,19,20,22,28,31,202,127,전략3
400,1,20,21,22,28,37,202,129,전략3
401,5,19,20,21,28,31,202,124,전략3
402,1,9,19,20,28,37,202,114,전략3
403,5,7,16,19,22,37,202,106,전략3
404,1,16,19,21,22,37,202,116,전략3
405,5,21,22,26,28,37,202,139,전략3
406,1,16,22,26,28,37,202,130,전략3
407,11,20,26,28,33,37,201,155,전략2
408,1,11,16,26,33,37,201,124,전략2
409,4,7,20,26,28,43,201,128,전략2
410,1,3,20,28,41,43,201,136,전략2
411,4,5,22,28,31,43,201,133,전략2
412,1,5,16,28,38,43,201,131,전략2
413,1,21,26,28,33,43,201,152,전략2
414,4,5,20,22,28,37,201,116,전략2
415,1,16,20,22,28,33,201,120,전략2
416,4,19,20,26,28,31,201,128,전략2
417,1,7,20,26,28,38,201,120,전략2
418,1,4,20,21,26,28,201,100,전략2
419,1,20,26,28,37,39,201,151,전략2
420,1,20,26,28,33,41,201,149,전략2
421,4,5,19,21,22,41,201,112,전략2
422,1,5,21,22,28,38,201,115,전략2
423,1,5,22,28,31,33,201,120,전략2
424,1,5,16,21,26,33,201,102,전략2
425,9,11,20,28,31,43,201,142,전략3
426,11,16,26,28,37,43,201,161,전략3
427,7,11,26,28,41,43,201,156,전략3
428,5,11,16,20,28,37,201,117,전략3
429,7,11,16,20,26,28,201,108,전략3
430,1,11,20,28,31,41,201,132,전략3
431,11,19,21,26,28,31,201,136,전략3
432,9,11,19,26,28,37,201,130,전략3
433,20,21,22,28,31,43,201,165,전략3
434,16,19,20,28,37,43,201,163,전략3
435,16,19,20,31,41,43,201,170,전략3
436,7,19,20,28,41,43,201,158,전략3
437,5,16,22,28,41,43,201,155,전략3
438,5,16,20,22,31,41,201,135,전략3
439,5,16,19,20,37,41,201,138,전략3
440,1,19,20,21,28,41,201,130,전략3
441,1,5,9,20,28,41,201,104,전략3
442,7,19,21,22,26,37,201,132,전략3
443,1,7,22,26,28,31,201,115,전략3
444,1,16,19,21,26,28,201,111,전략3
445,1,11,28,37,38,43,200,158,전략2
446,5,7,11,22,28,38,200,111,전략2
447,7,11,21,22,26,33,200,120,전략2
448,4,11,22,26,28,37,200,128,전략2
449,1,11,22,28,33,37,200,132,전략2
450,1,4,11,19,28,37,200,100,전략2
451,7,20,22,31,38,43,200,161,전략2
452,5,20,21,28,38,43,200,155,전략2
453,5,6,20,28,41,43,200,143,전략2
454,1,16,20,31,38,43,200,149,전략2
455,3,5,7,22,28,43,200,108,전략2
456,5,7,22,38,41,43,200,156,전략2
457,1,5,6,21,28,43,200,104,전략2
458,4,19,20,22,28,41,200,134,전략2
459,4,5,20,26,28,41,200,124,전략2
460,1,5,16,20,31,33,200,106,전략2
461,5,7,19,21,22,30,200,104,전략2
462,1,16,19,21,22,33,200,112,전략2
463,1,7,19,22,28,38,200,115,전략2
464,4,5,21,22,26,28,200,106,전략2
465,1,5,22,28,37,39,200,132,전략2
466,11,16,20,28,41,43,200,159,전략3
467,5,11,16,21,26,41,200,120,전략3
468,5,11,16,26,28,31,200,117,전략3
469,1,11,16,26,37,41,200,132,전략3
470,5,7,16,20,41,43,200,132,전략3
471,5,9,16,20,28,43,200,121,전략3
472,7,21,22,26,28,43,200,147,전략3
473,7,19,26,28,31,43,200,154,전략3
474,5,16,21,26,28,43,200,139,전략3
475,1,9,26,28,37,43,200,144,전략3
476,5,16,19,20,28,31,200,119,전략3
477,5,16,22,26,28,37,200,134,전략3
478,1,21,22,26,28,37,200,135,전략3
479,5,19,21,26,28,41,200,140,전략3
480,1,5,7,26,28,41,200,108,전략3
481,7,11,20,28,38,43,199,147,전략2
482,11,20,26,31,33,37,199,158,전략2
483,1,11,16,20,33,37,199,118,전략2
484,1,11,20,21,28,33,199,114,전략2
485,7,11,19,21,22,24,199,104,전략2
486,4,7,11,19,22,37,199,100,전략2
487,5,11,21,26,28,38,199,129,전략2
488,1,7,11,26,28,33,199,106,전략2
489,4,7,19,20,28,43,199,121,전략2
490,1,16,20,21,33,43,199,134,전략2
491,1,7,20,28,33,43,199,132,전략2
492,1,9,20,28,38,43,199,139,전략2
493,7,19,21,22,38,43,199,150,전략2
494,1,5,28,38,41,43,199,156,전략2
495,1,16,26,28,38,43,199,152,전략2
496,4,19,20,22,31,37,199,133,전략2
497,1,7,20,21,22,33,199,104,전략2
498,1,20,22,28,37,38,199,146,전략2
499,1,20,22,33,37,41,199,154,전략2
500,4,5,19,20,28,37,199,113,전략2
